PhotoduplicationDate (Day-Month-Year),RepoCode,ActivityName,ActivityDescription,BillingType,Quantity,UnitFee,PaymentAmount,PaymentMethod,PaymentReference,TransactionNumber,FY
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,50,0.03,304.5,Billing Account,110.01917.7067.431206.504013.0000.00000,919494,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,64,0.03,388.92,Billing Account,110.01917.7067.431206.504013.0000.00000,919492,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,68,0.03,413.04,Billing Account,110.01917.7067.431206.504013.0000.00000,919495,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,1448,Billing Account,110.01917.7067.431206.504013.0000.00000,897999,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,1448,Billing Account,110.01917.7067.431206.504013.0000.00000,897999,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Capture (oversize/foldout),94,15,1448,Billing Account,110.01917.7067.431206.504013.0000.00000,897999,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Capture 3-D Object Tabletop,1,35,1448,Billing Account,110.01917.7067.431206.504013.0000.00000,897999,2024
2023-08-22,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,7,Billing Account,285.25200.7067.473405.580013.0000.00000,918906,2024
2023-08-22,SCH,Suffrage,DIRECT - Women's Suffrage collection,Digital Capture (oversize/foldout),2,3.5,7,Billing Account,285.25200.7067.473405.580013.0000.00000,918906,2024
2023-08-28,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),12,3,487.32,Billing Account,285.25200.7067.473405.580013.0000.00000,912467,2024
2023-08-28,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,487.32,Billing Account,285.25200.7067.473405.580013.0000.00000,912467,2024
2023-08-28,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,"Document Scanning (180-deg/up to 23x15"")",581,0.75,487.32,Billing Account,285.25200.7067.473405.580013.0000.00000,912467,2024
2023-08-28,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,519,0.03,487.32,Billing Account,285.25200.7067.473405.580013.0000.00000,912467,2024
2023-08-28,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Customized Structural Metadata (simple object),7,3,1032.66,Billing Account,285.25200.7067.473405.580013.0000.00000,925637,2024
2023-08-28,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Deposit to Digital Repository Service,1,0,1032.66,Billing Account,285.25200.7067.473405.580013.0000.00000,925637,2024
2023-08-28,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize","Document Scanning (180-deg/up to 23x15"")",1297,0.75,1032.66,Billing Account,285.25200.7067.473405.580013.0000.00000,925637,2024
2023-08-28,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",OCR,1297,0.03,1032.66,Billing Account,285.25200.7067.473405.580013.0000.00000,925637,2024
2023-08-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Customized Structural Metadata (simple object),2,3,10.5,Billing Account,285.25200.7067.473405.580013.0000.00000,922936,2024
2023-08-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Deposit to Digital Repository Service,1,0,10.5,Billing Account,285.25200.7067.473405.580013.0000.00000,922936,2024
2023-08-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,"Document Scanning (180-deg/up to 23x15"")",6,0.75,10.5,Billing Account,285.25200.7067.473405.580013.0000.00000,922936,2024
2023-08-28,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),10,3,281.94,Billing Account,285.25200.7067.473405.580013.0000.00000,918912,2024
2023-08-28,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,281.94,Billing Account,285.25200.7067.473405.580013.0000.00000,918912,2024
2023-08-28,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",334,0.75,281.94,Billing Account,285.25200.7067.473405.580013.0000.00000,918912,2024
2023-08-28,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,48,0.03,281.94,Billing Account,285.25200.7067.473405.580013.0000.00000,918912,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Book Scanning (180-deg/up to 23x15x3),1310,0.35,512.8,Billing Account,285.25200.7067.473405.580013.0000.00000,912468,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (complex object),2,35,169,Billing Account,285.25200.7067.473405.580013.0000.00000,922938,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),1,3,169,Billing Account,285.25200.7067.473405.580013.0000.00000,922938,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),4,3,162.75,Billing Account,285.25200.7067.473405.580013.0000.00000,912466,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),5,3,512.8,Billing Account,285.25200.7067.473405.580013.0000.00000,912468,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),8,3,653.46,Billing Account,285.25200.7067.473405.580013.0000.00000,912469,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,162.75,Billing Account,285.25200.7067.473405.580013.0000.00000,912466,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,169,Billing Account,285.25200.7067.473405.580013.0000.00000,922938,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,512.8,Billing Account,285.25200.7067.473405.580013.0000.00000,912468,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,653.46,Billing Account,285.25200.7067.473405.580013.0000.00000,912469,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,"Digital Capture (bound/up to 19x25.5"")",12,6,169,Billing Account,285.25200.7067.473405.580013.0000.00000,922938,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Digital Capture (oversize/foldout),1,15,162.75,Billing Account,285.25200.7067.473405.580013.0000.00000,912466,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Digital Capture (oversize/foldout),4,15,653.46,Billing Account,285.25200.7067.473405.580013.0000.00000,912469,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Digital Image Processing:Tone and Color Matching,12,2,169,Billing Account,285.25200.7067.473405.580013.0000.00000,922938,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,"Document Scanning (180-deg/up to 23x15"")",174,0.75,162.75,Billing Account,285.25200.7067.473405.580013.0000.00000,912466,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,"Document Scanning (180-deg/up to 23x15"")",751,0.75,653.46,Billing Account,285.25200.7067.473405.580013.0000.00000,912469,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,175,0.03,162.75,Billing Account,285.25200.7067.473405.580013.0000.00000,912466,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,207,0.03,653.46,Billing Account,285.25200.7067.473405.580013.0000.00000,912469,2024
2023-09-21,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,1310,0.03,512.8,Billing Account,285.25200.7067.473405.580013.0000.00000,912468,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Book Scanning (180-deg/up to 23x15x3),355,0.35,146.9,Billing Account,285.25200.7067.473405.580013.0000.00000,930487,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Customized Structural Metadata (simple object),4,3,146.9,Billing Account,285.25200.7067.473405.580013.0000.00000,930487,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Customized Structural Metadata (simple object),8,3,1163.58,Billing Account,285.25200.7067.473405.580013.0000.00000,925638,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Customized Structural Metadata (simple object),10,3,1006.56,Billing Account,285.25200.7067.473405.580013.0000.00000,927486,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Customized Structural Metadata (simple object),11,3,228,Billing Account,285.25200.7067.473405.580013.0000.00000,930486,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Deposit to Digital Repository Service,1,0,146.9,Billing Account,285.25200.7067.473405.580013.0000.00000,930487,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Deposit to Digital Repository Service,1,0,228,Billing Account,285.25200.7067.473405.580013.0000.00000,930486,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Deposit to Digital Repository Service,1,0,1006.56,Billing Account,285.25200.7067.473405.580013.0000.00000,927486,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Deposit to Digital Repository Service,1,0,1163.58,Billing Account,285.25200.7067.473405.580013.0000.00000,925638,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize","Document Scanning (180-deg/up to 23x15"")",250,0.75,228,Billing Account,285.25200.7067.473405.580013.0000.00000,930486,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize","Document Scanning (180-deg/up to 23x15"")",1252,0.75,1006.56,Billing Account,285.25200.7067.473405.580013.0000.00000,927486,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize","Document Scanning (180-deg/up to 23x15"")",1461,0.75,1163.58,Billing Account,285.25200.7067.473405.580013.0000.00000,925638,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",OCR,250,0.03,228,Billing Account,285.25200.7067.473405.580013.0000.00000,930486,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",OCR,355,0.03,146.9,Billing Account,285.25200.7067.473405.580013.0000.00000,930487,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",OCR,1252,0.03,1006.56,Billing Account,285.25200.7067.473405.580013.0000.00000,927486,2024
2023-09-21,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",OCR,1461,0.03,1163.58,Billing Account,285.25200.7067.473405.580013.0000.00000,925638,2024
2023-09-21,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Book Scanning (180-deg/up to 23x15x3),420,0.35,162.6,Billing Account,285.25200.7067.473405.580013.0000.00000,918910,2024
2023-09-21,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Customized Structural Metadata (simple object),1,3,162.6,Billing Account,285.25200.7067.473405.580013.0000.00000,918910,2024
2023-09-21,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Deposit to Digital Repository Service,1,0,162.6,Billing Account,285.25200.7067.473405.580013.0000.00000,918910,2024
2023-09-21,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,OCR,420,0.03,162.6,Billing Account,285.25200.7067.473405.580013.0000.00000,918910,2024
2023-09-27,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Deposit to Digital Repository Service,1,0,84,Billing Account,110.01917.7067.431206.504013.0000.00000,887630,2024
2023-09-27,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Deposit to Digital Repository Service,1,0,180,Billing Account,110.01917.7067.431206.504013.0000.00000,887629,2024
2023-09-27,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,"Digital Capture (visual/up to 19x25.5"")",14,6,84,Billing Account,110.01917.7067.431206.504013.0000.00000,887630,2024
2023-09-27,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,"Digital Capture (visual/up to 19x25.5"")",30,6,180,Billing Account,110.01917.7067.431206.504013.0000.00000,887629,2024
2023-09-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),25,3,610.86,Billing Account,285.25200.7067.473405.580013.0000.00000,912472,2024
2023-09-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,610.86,Billing Account,285.25200.7067.473405.580013.0000.00000,912472,2024
2023-09-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,"Document Scanning (180-deg/up to 23x15"")",690,0.75,610.86,Billing Account,285.25200.7067.473405.580013.0000.00000,912472,2024
2023-09-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,612,0.03,610.86,Billing Account,285.25200.7067.473405.580013.0000.00000,912472,2024
2023-09-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Customized Structural Metadata (simple object),9,3,1409.58,Billing Account,285.25200.7067.473405.580013.0000.00000,929836,2024
2023-09-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Deposit to Digital Repository Service,1,0,1409.58,Billing Account,285.25200.7067.473405.580013.0000.00000,929836,2024
2023-09-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Digital Capture (oversize/foldout),2,15,1409.58,Billing Account,285.25200.7067.473405.580013.0000.00000,929836,2024
2023-09-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize","Document Scanning (180-deg/up to 23x15"")",1734,0.75,1409.58,Billing Account,285.25200.7067.473405.580013.0000.00000,929836,2024
2023-09-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",OCR,1736,0.03,1409.58,Billing Account,285.25200.7067.473405.580013.0000.00000,929836,2024
2023-09-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),10,3,497.22,Billing Account,285.25200.7067.473405.580013.0000.00000,918914,2024
2023-09-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),12,3,699,Billing Account,285.25200.7067.473405.580013.0000.00000,918915,2024
2023-09-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,497.22,Billing Account,285.25200.7067.473405.580013.0000.00000,918914,2024
2023-09-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,699,Billing Account,285.25200.7067.473405.580013.0000.00000,918915,2024
2023-09-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",599,0.75,497.22,Billing Account,285.25200.7067.473405.580013.0000.00000,918914,2024
2023-09-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",850,0.75,699,Billing Account,285.25200.7067.473405.580013.0000.00000,918915,2024
2023-09-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,599,0.03,497.22,Billing Account,285.25200.7067.473405.580013.0000.00000,918914,2024
2023-09-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,850,0.03,699,Billing Account,285.25200.7067.473405.580013.0000.00000,918915,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Custom Set-up,1,35,5948,Billing Account,110.01917.7067.431206.504013.0000.00000,929882,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Custom Set-up,1,35,7136,Billing Account,110.01917.7067.431206.504013.0000.00000,929889,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,5948,Billing Account,110.01917.7067.431206.504013.0000.00000,929882,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),2,3,7136,Billing Account,110.01917.7067.431206.504013.0000.00000,929889,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,5948,Billing Account,110.01917.7067.431206.504013.0000.00000,929882,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,7136,Billing Account,110.01917.7067.431206.504013.0000.00000,929889,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/19x25.5""-34x45"")",389,15,5948,Billing Account,110.01917.7067.431206.504013.0000.00000,929882,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/19x25.5""-34x45"")",438,15,7136,Billing Account,110.01917.7067.431206.504013.0000.00000,929889,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing: Stitching,5,15,5948,Billing Account,110.01917.7067.431206.504013.0000.00000,929882,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing: Stitching,35,15,7136,Billing Account,110.01917.7067.431206.504013.0000.00000,929889,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),4,3,562.5,Billing Account,285.25200.7067.473405.580013.0000.00000,912475,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),9,3,1002.63,Billing Account,285.25200.7067.473405.580013.0000.00000,912474,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),18,3,670.68,Billing Account,285.25200.7067.473405.580013.0000.00000,918911,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),28,3,731.88,Billing Account,285.25200.7067.473405.580013.0000.00000,912473,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,562.5,Billing Account,285.25200.7067.473405.580013.0000.00000,912475,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,670.68,Billing Account,285.25200.7067.473405.580013.0000.00000,918911,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,731.88,Billing Account,285.25200.7067.473405.580013.0000.00000,912473,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,1002.63,Billing Account,285.25200.7067.473405.580013.0000.00000,912474,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,"Document Scanning (180-deg/up to 23x15"")",734,0.75,562.5,Billing Account,285.25200.7067.473405.580013.0000.00000,912475,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,"Document Scanning (180-deg/up to 23x15"")",801,0.75,670.68,Billing Account,285.25200.7067.473405.580013.0000.00000,918911,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,"Document Scanning (180-deg/up to 23x15"")",832,0.75,731.88,Billing Account,285.25200.7067.473405.580013.0000.00000,912473,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,"Document Scanning (180-deg/up to 23x15"")",1287,0.75,1002.63,Billing Account,285.25200.7067.473405.580013.0000.00000,912474,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,346,0.03,1002.63,Billing Account,285.25200.7067.473405.580013.0000.00000,912474,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,531,0.03,670.68,Billing Account,285.25200.7067.473405.580013.0000.00000,918911,2024
2023-10-27,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,796,0.03,731.88,Billing Account,285.25200.7067.473405.580013.0000.00000,912473,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Customized Structural Metadata (simple object),8,3,910.08,Billing Account,285.25200.7067.473405.580013.0000.00000,929853,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Customized Structural Metadata (simple object),8,3,1059.84,Billing Account,285.25200.7067.473405.580013.0000.00000,929844,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Customized Structural Metadata (simple object),10,3,1232.76,Billing Account,285.25200.7067.473405.580013.0000.00000,929861,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Customized Structural Metadata (simple object),12,3,1023.48,Billing Account,285.25200.7067.473405.580013.0000.00000,930494,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Customized Structural Metadata (simple object),12,3,1028.16,Billing Account,285.25200.7067.473405.580013.0000.00000,929860,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Deposit to Digital Repository Service,1,0,910.08,Billing Account,285.25200.7067.473405.580013.0000.00000,929853,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Deposit to Digital Repository Service,1,0,1023.48,Billing Account,285.25200.7067.473405.580013.0000.00000,930494,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Deposit to Digital Repository Service,1,0,1028.16,Billing Account,285.25200.7067.473405.580013.0000.00000,929860,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Deposit to Digital Repository Service,1,0,1059.84,Billing Account,285.25200.7067.473405.580013.0000.00000,929844,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",Deposit to Digital Repository Service,1,0,1232.76,Billing Account,285.25200.7067.473405.580013.0000.00000,929861,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize","Document Scanning (180-deg/up to 23x15"")",1136,0.75,910.08,Billing Account,285.25200.7067.473405.580013.0000.00000,929853,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize","Document Scanning (180-deg/up to 23x15"")",1266,0.75,1023.48,Billing Account,285.25200.7067.473405.580013.0000.00000,930494,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize","Document Scanning (180-deg/up to 23x15"")",1272,0.75,1028.16,Billing Account,285.25200.7067.473405.580013.0000.00000,929860,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize","Document Scanning (180-deg/up to 23x15"")",1328,0.75,1059.84,Billing Account,285.25200.7067.473405.580013.0000.00000,929844,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize","Document Scanning (180-deg/up to 23x15"")",1542,0.75,1232.76,Billing Account,285.25200.7067.473405.580013.0000.00000,929861,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",OCR,1136,0.03,910.08,Billing Account,285.25200.7067.473405.580013.0000.00000,929853,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",OCR,1266,0.03,1023.48,Billing Account,285.25200.7067.473405.580013.0000.00000,930494,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",OCR,1272,0.03,1028.16,Billing Account,285.25200.7067.473405.580013.0000.00000,929860,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",OCR,1328,0.03,1059.84,Billing Account,285.25200.7067.473405.580013.0000.00000,929844,2024
2023-10-27,SCH,Dreier,"DIRECT - Dreier papers, prep and digitize",OCR,1542,0.03,1232.76,Billing Account,285.25200.7067.473405.580013.0000.00000,929861,2024
2023-10-27,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Book Scanning (180-deg/up to 23x15x3),1159,0.35,445.82,Billing Account,285.25200.7067.473405.580013.0000.00000,918909,2024
2023-10-27,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Customized Structural Metadata (simple object),8,3,445.82,Billing Account,285.25200.7067.473405.580013.0000.00000,918909,2024
2023-10-27,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Deposit to Digital Repository Service,1,0,445.82,Billing Account,285.25200.7067.473405.580013.0000.00000,918909,2024
2023-10-27,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,OCR,539,0.03,445.82,Billing Account,285.25200.7067.473405.580013.0000.00000,918909,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),3,3,218.97,Billing Account,285.25200.7067.473405.580013.0000.00000,918942,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),7,3,790.08,Billing Account,285.25200.7067.473405.580013.0000.00000,918931,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),8,3,250.53,Billing Account,285.25200.7067.473405.580013.0000.00000,918938,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),10,3,346.8,Billing Account,285.25200.7067.473405.580013.0000.00000,918941,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),15,3,637.89,Billing Account,285.25200.7067.473405.580013.0000.00000,918933,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),16,3,700.59,Billing Account,285.25200.7067.473405.580013.0000.00000,918917,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),18,3,659.61,Billing Account,285.25200.7067.473405.580013.0000.00000,918936,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,218.97,Billing Account,285.25200.7067.473405.580013.0000.00000,918942,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,250.53,Billing Account,285.25200.7067.473405.580013.0000.00000,918938,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,346.8,Billing Account,285.25200.7067.473405.580013.0000.00000,918941,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,637.89,Billing Account,285.25200.7067.473405.580013.0000.00000,918933,2024
2023-10-27,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,659.61,Billing Account,285.25200.7067.473405.580013.0000.00000,918936,2024
